"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"DDX46",-0.589848505176929,6.46365875417313,-1.68703476601736,0.10712476598969,0.724237747004276,-4.45988395612145
"NPTN",-0.86572077693135,7.3006132398736,-1.69891027525357,0.104096978443786,0.724237747004276,-4.46018278838868
"DDX5",-0.637614799852801,10.2368964128026,-1.69795494352061,0.104279798388601,0.724237747004276,-4.46150000176892
"GLOD4",-0.456197098448283,10.3235694034055,-1.69501308995861,0.104844493520026,0.724237747004276,-4.46555283674517
"EBP",-1.1082007425585,5.95980763785742,-1.63725914225976,0.11994120972137,0.733335608685365,-4.46641259189431
"DNAJB11",-0.864627746836501,6.22240533134728,-1.6939843469811,0.105042576315959,0.724237747004276,-4.46696886913615
"ARMC10",-0.629942559810562,5.29078817605625,-1.65463796893553,0.115319692406027,0.724621521570098,-4.46923955759139
"USO1",-0.459257479902048,6.65910255977808,-1.69225132040002,0.105376988005094,0.724237747004276,-4.46935290413912
"PSMD6",1.08377053381044,6.68684946537222,1.67085093428915,0.110318742546332,0.724237747004276,-4.47050669752944
"DECR1",-0.648483050356327,8.20207664011211,-1.68969084109523,0.105872725801458,0.724237747004276,-4.47287195452091
"MAPRE3",-0.727203224154474,6.90780252853636,-1.60156658226046,0.128795356634834,0.733335608685365,-4.4750457454331
"HSD17B11",-0.662852137686055,7.28912645999146,-1.68711763401544,0.106372924658713,0.724237747004276,-4.47640456514605
"S100A8",-3.06997412925754,8.46145785986304,-1.61379945147323,0.126104444230933,0.733335608685365,-4.47772226059875
"SPR",0.731274167848447,8.48399291630786,1.6859813869197,0.10659443528963,0.724237747004276,-4.47796319845833
"ALKBH5",0.697672480141768,6.50815268224039,1.67302640800271,0.109884743103735,0.724237747004276,-4.47882427802926
"TPI1",-0.744370378322016,13.1210657560129,-1.68494088673579,0.10679762387777,0.724237747004276,-4.47938981651465
"RANBP1",-0.801446975568792,8.44910569773326,-1.68351035120073,0.107077515682523,0.724237747004276,-4.48135015255396
"PLG",1.20464322946919,9.93582080721281,1.68173922884507,0.107424908219589,0.724237747004276,-4.48377551832614
"HSPA5",-0.675077656155985,11.3178670873794,-1.67990120554757,0.107786434484158,0.724237747004276,-4.48629051458157
"PDCD5",-0.795502426885747,8.15710429577154,-1.67764746770295,0.108231138168524,0.724237747004276,-4.48937157959981
"PSPH",0.691994544727885,7.45713706486831,1.67433507193914,0.108887559667424,0.724237747004276,-4.4938944009761
"F6V4F0",-1.13569608479674,8.44362438109996,-1.64454008976331,0.11649987520664,0.725077675187769,-4.49604750963389
"CPVL",-1.62041610211571,6.9374352020429,-1.62943802405724,0.120585176275033,0.733335608685365,-4.49707271918301
"EIF5B",0.683824276454246,6.79634606688527,1.65061293758394,0.114426385476749,0.724621521570098,-4.49751183850132
"TRA2B",-0.541330225614464,7.58125351684632,-1.67105686129894,0.109540528066761,0.724237747004276,-4.49836405993291
"TPPP3",-1.41742808831524,8.57415096433563,-1.6710166514197,0.109548557809411,0.724237747004276,-4.49841884377987
"F8A1",-1.40959653493496,3.76036205713188,-1.51068885229531,0.153089762390425,0.747120230828744,-4.5008605088592
"GPNMB",1.33355547816625,8.6559859612257,1.64806780532682,0.114952021930567,0.724621521570098,-4.50089104456203
"HYOU1",-0.746995017155712,6.41074584118748,-1.64774056065879,0.115019754582767,0.724621521570098,-4.50132525550079
"KANK2",-0.995731210803579,5.48351947781957,-1.56336995962759,0.140266100767704,0.737812635789024,-4.50150494436994
"ITIH1",1.24715054185772,9.50785135375114,1.66810916054138,0.110130495122744,0.724237747004276,-4.50237756877194
"DNAJB1",-0.514933253926706,8.77740000356849,-1.66736938224902,0.110278979801689,0.724237747004276,-4.50338400942772
"SEC14L2",-0.65390088782127,7.22827226552568,-1.62298793287689,0.121965278184858,0.733335608685365,-4.50535041433952
"AGT",1.45727475092097,9.9364557591587,1.66514103781058,0.11072726725796,0.724237747004276,-4.50641359526153
"ACY1",-0.659330037419248,8.45904979272978,-1.6641242480654,0.110932332178956,0.724237747004276,-4.50779499494543
"PON1",1.19784640954006,7.17188390075583,1.61755360990861,0.123138412433486,0.733335608685365,-4.51230646760141
"SAFB2",-0.606455044218245,8.24588477095361,-1.66052438629233,0.111660933722605,0.724406823224322,-4.51268071032921
"FKBP7",-0.695095578340423,7.00364064546483,-1.62714476615321,0.120167771136192,0.733335608685365,-4.51357023353824
"STRAP",-0.522799612873436,7.26950784887064,-1.65979793532793,0.111808455218006,0.724406823224322,-4.51366569622608
"NMT1",0.688841439941956,6.38968954028438,1.59378765382704,0.130531817540093,0.733335608685365,-4.51402932048921
"IMPACT",0.774804099241715,5.44211712461158,1.58145199578451,0.134613018289584,0.733335608685365,-4.51876089621238
"PLCG2",0.608181682907892,8.6391247620776,1.65424663442848,0.112941218203065,0.724621521570098,-4.52118208486547
"PAPSS2",0.709984843911552,8.74347147519355,1.65398735288234,0.112994361779636,0.724621521570098,-4.52153269199098
"MATN1",-1.32097666099119,6.90223616123103,-1.59589521475832,0.12892181488234,0.733335608685365,-4.52268420981881
"HSD17B8",-0.586940380157587,7.08585126719482,-1.6244215262308,0.120750733918173,0.733335608685365,-4.52771508132905
"TONSL",-1.41132265295844,8.82075961359758,-1.56659191336337,0.1367596717577,0.733335608685365,-4.52778521209556
"APOD",1.1891262310671,10.0083288098086,1.64878922728666,0.114064260082256,0.724621521570098,-4.52855311404543
"ST13",-0.731191898283526,11.5003753197669,-1.64660618233465,0.114516126332736,0.724621521570098,-4.53149656406788
"EMILIN3",-1.32879525409378,7.9876942768609,-1.64435339314494,0.114984011648693,0.724621521570098,-4.53453100749144
"PRPF3",0.983317552094293,7.54426660338243,1.53982741317617,0.145879311251303,0.73985399123222,-4.53475635392937
"SRSF1",-0.673689756589436,10.0717260439349,-1.64356253848696,0.115148647449074,0.724621521570098,-4.53559553239048
"ARHGDIB",1.18580732690543,5.78382005984806,1.6024170151691,0.126456498795756,0.733335608685365,-4.53648228203532
"RFLNA",-0.860651357259228,6.43606292752888,-1.64210637837264,0.115452302932513,0.724621521570098,-4.53755458895329
"SBSPON",-0.88164636290765,4.89791919072768,-1.59091075280652,0.130041533611339,0.733335608685365,-4.53789082258869
"CXorf38",0.616738091105123,6.65687691408212,1.60602790202381,0.124751136777413,0.733335608685365,-4.5408814847431
"YTHDC1",0.669061037488943,6.70369990779685,1.54811227888933,0.141133371310696,0.73985399123222,-4.54261053727013
"IGF2",-0.817502689664621,6.63834291674392,-1.63723562838562,0.116472918561264,0.725077675187769,-4.54409807488122
"COL2A1",-1.41733079438444,15.9646636194507,-1.63717629555561,0.116485397857486,0.725077675187769,-4.54417769459189
"ELP1",0.718053237660411,5.76345389701446,1.48362916047491,0.165959243899156,0.763446439273743,-4.54824200405206
"SGSH",-0.892786261861167,6.19306722856722,-1.55670489315369,0.140370403985408,0.737812635789024,-4.5484884919607
"DCHS1",0.783835013350113,5.71570447042232,1.58125197654767,0.132234714071854,0.733335608685365,-4.54994779038478
"PPP1R1B",-1.27338588024808,6.24351591107005,-1.54607962508006,0.142905689221837,0.73985399123222,-4.55351838031302
"CRK",-0.66277603417075,7.06415317229085,-1.62986968254721,0.118030807084919,0.731059174390827,-4.55396606126965
"LXN",-0.532747231045418,9.48093223345782,-1.62908338577774,0.118198138783861,0.731059174390827,-4.55501747695595
"LOC100068926",-2.12324397075828,8.77017075206335,-1.51821487922022,0.14973887659196,0.743537571646188,-4.56827314489161
"QRICH1",-1.052827974,4.33364590978975,-1.38089182055855,0.192466953795445,0.783980725529609,-4.57126045067087
"CNDP2",-0.53433073100101,10.2105588577123,-1.61558384533982,0.12110222254196,0.733335608685365,-4.57300928604633
"TNS2",-0.474430270120668,6.0820400217237,-1.56944403282584,0.133946339628907,0.733335608685365,-4.57315838085382
"CNMD",-0.937807359776205,12.2337519130173,-1.61398439836429,0.121450237534206,0.733335608685365,-4.57513352183322
"ANGPTL7",1.35256389196507,7.50021661292585,1.59034858254504,0.128248799234004,0.733335608685365,-4.57744318448451
"MOXD1",0.976723540029558,6.26545755237759,1.56476771678968,0.135038143611145,0.733335608685365,-4.57900253284711
"FRG1",0.929330421769074,6.8765261166667,1.57974208239617,0.13066124373922,0.733335608685365,-4.57988149698142
"NUB1",0.490409292988887,6.95060164654548,1.60850782966819,0.12264821245819,0.733335608685365,-4.58239497082037
"RAD21",-0.591056853873867,6.98827549365028,-1.56136989026121,0.135836122469933,0.733335608685365,-4.58324096101631
"CSRP1",-0.568218893319957,10.2040005737965,-1.60771871428112,0.122821641304483,0.733335608685365,-4.58343973318859
"ECI1",-0.736492423076047,7.80417998866661,-1.60710215765048,0.122957288736089,0.733335608685365,-4.58425576409918
"MACROH2A1",0.512380388071944,11.0311901708342,1.60551558832279,0.123306923730394,0.733335608685365,-4.58635454822826
"ERP29",-0.748966988343243,10.1322033727797,-1.60517967007966,0.123381057293339,0.733335608685365,-4.58679871478731
"TIGD5",-1.06132638305349,5.10770648489777,-1.51734255626893,0.149957157306794,0.743537571646188,-4.58732075751569
"PRKAR2A",-0.608045684700332,6.56349344780144,-1.60225685775073,0.124027666748685,0.733335608685365,-4.59066042538187
"HDGF",-0.663029804443908,8.20015574027382,-1.59630008205774,0.125354254876116,0.733335608685365,-4.59851420350667
"IRF2BPL",0.839975591976456,5.64418435938517,1.39363593180676,0.18867960276387,0.783980725529609,-4.59859902794246
"SYNCRIP",-0.524284951916266,7.41806246318311,-1.59547682386235,0.125538525919032,0.733335608685365,-4.59959789355447
"KNG1",1.41200571647608,9.26456842252609,1.59205396523134,0.126307097660591,0.733335608685365,-4.6040990000619
"VPS4B",-0.51455045514279,8.75473395505708,-1.59149372790173,0.12643326730707,0.733335608685365,-4.60483502089805
"GORASP1",-0.909652097673992,5.28013706132438,-1.55565514903192,0.136281212928628,0.733335608685365,-4.60497288104983
"SELENOO",-0.521887168628279,5.82608396319272,-1.52460450132754,0.145733975035942,0.73985399123222,-4.60570634198353
"GCLM",0.82910821300632,6.75171748569321,1.37753339196896,0.195702942911729,0.783980725529609,-4.60622063977507
"TUBB4B",-0.471235770138029,12.3813251510275,-1.59015305751939,0.126735623590915,0.733335608685365,-4.60659554921763
"EIF4B",-0.805165437095432,5.25431204005644,-1.55393990408004,0.136688992020905,0.733335608685365,-4.60712865057567
"LPP",-0.697218746920102,7.65212595233815,-1.58873823770922,0.127055356831811,0.733335608685365,-4.60845222534379
"JCHAIN",1.03004121094732,9.46912338332903,1.55207353882467,0.137133852875111,0.733335608685365,-4.60947234121246
"WASL",1.11660477820943,6.65590331140354,1.51298966920339,0.149770754036763,0.743537571646188,-4.61170667402491
"AHNAK",-0.741557138767047,11.7159321787292,-1.58592560967998,0.127692978194926,0.733335608685365,-4.61213951956629
"NOP16",-0.960508330127379,5.99984772859354,-1.5291686213984,0.144605243417061,0.73985399123222,-4.6140604149249
"PAMR1",-0.836694776978991,6.29045687004225,-1.45541021262819,0.169257812077093,0.765976327562545,-4.61496836175386
"LOC100061656",1.03884246650449,7.19527259890198,1.56083652540399,0.135055557859749,0.733335608685365,-4.61516892084833
"BTF3L4",1.29324699426359,8.00207469008639,1.52779705920174,0.144943668571493,0.73985399123222,-4.61572789816489
"PSMA6",-0.472556529038214,9.32459174636167,-1.58252974912097,0.128466372074004,0.733335608685365,-4.61658479013735
"C13H7orf50",0.794067457987322,6.0441105444322,1.49050276000532,0.156804956464551,0.748787713454316,-4.61849549172119
"NARS1",0.593116920821959,8.04880665422683,1.580841871421,0.128852229793604,0.733335608685365,-4.61879156483277
"PPIH",-0.546805284018214,7.88974114170939,-1.57762128981611,0.12959115066809,0.733335608685365,-4.62299725211644
"EEF1A1",-0.538292960245648,13.314325511598,-1.57668322127734,0.129807040763888,0.733335608685365,-4.62422102423178
"CPOX",-0.646282031258123,6.65559881464038,-1.36546617869036,0.195250838694445,0.783980725529609,-4.62534753489391
"GAS6",0.660460690716339,7.65844536886355,1.56143407436925,0.134098256776243,0.733335608685365,-4.62554249643935
"PDGFD",1.49803874194196,7.77570836400787,1.53084155586431,0.143184208550433,0.73985399123222,-4.62611881261372
"COL18A1",0.59121996537507,9.62082661433221,1.57378143617933,0.13047676313756,0.733335608685365,-4.62800307319649
"NRAS",-0.639052792512219,8.81832322790673,-1.57289451222455,0.130682034992202,0.733335608685365,-4.62915798521411
"PLRG1",0.733021130301157,5.88059056639544,1.54887595546019,0.137898821740194,0.733335608685365,-4.6303087949422
"SULF2",0.667842410305621,7.44682977851123,1.49679172066978,0.153900673703141,0.748787713454316,-4.63085686922276
"CAPZB",-0.412671311285249,10.7147322838079,-1.57048803017602,0.131240350686408,0.733335608685365,-4.63228908788278
"ARIH1",0.864368527205524,5.99082549589098,1.42443902451619,0.176211704659836,0.773112404139719,-4.63295179218976
"AP1G1",0.528066827386109,6.66078471880025,1.55471133538292,0.135689216744408,0.733335608685365,-4.63413931358466
"SLTM",-0.666259275899948,6.65712235815159,-1.56814605406747,0.13178560345203,0.733335608685365,-4.63533273758459
"RAB11FIP5",-0.502454220839977,6.99451710444359,-1.56732258369178,0.131977768477407,0.733335608685365,-4.63640209919181
"MAOB",-0.69533567518729,5.78365868425385,-1.43610810955252,0.171484679021191,0.767830566746391,-4.63769774948277
"EEF1D",-0.628989327899295,9.27547790924016,-1.5660358786657,0.132278499999722,0.733335608685365,-4.63807215726896
"VPS35L",0.588788129446454,6.09563871225117,1.44782137858669,0.169673411718897,0.765976327562545,-4.63850891954288
"A0A9L0RWE3",-0.972606081311923,7.82022331382652,-1.56550786723187,0.132402072607912,0.733335608685365,-4.63875717697254
"GLB1L",-0.56922815522489,6.70146675262079,-1.51974244226906,0.145936504839251,0.73985399123222,-4.63974958365539
"ABCC1",-0.761690884956301,6.63586448454903,-1.54684826730145,0.137569909336711,0.733335608685365,-4.64415865254235
"DIABLO",-0.638924234503848,5.84151200862484,-1.49056756530751,0.154385056206698,0.748787713454316,-4.64638863806226
"SERPINF2",1.20142380971138,8.19087104502319,1.54454129350331,0.138125779008345,0.733335608685365,-4.64709093892739
"EFEMP2",0.810775704236404,9.88594223963351,1.5578100460291,0.13421453599329,0.733335608685365,-4.64872386748481
"BHMT",-1.01445545058691,10.731092067766,-1.55420542555569,0.135070296479332,0.733335608685365,-4.65337793822832
"PHYKPL",-0.674195158977833,6.47385469807078,-1.41874138622827,0.179483894385697,0.773112404139719,-4.65452540167705
"RPS3A",0.630667306695092,10.6897453601417,1.55311781876133,0.135329387685184,0.733335608685365,-4.65478056170123
"HUWE1",-0.887709075392983,6.89176973397506,-1.5528850815944,0.135384884104994,0.733335608685365,-4.65508061114302
"NAMPT",0.797925725307696,8.45885085246799,1.55109657044981,0.135811985830934,0.733335608685365,-4.65738523990647
"LOC100630020",1.38815907773037,9.28201544602955,1.55006210403838,0.136059528369655,0.733335608685365,-4.65871729215571
"DYNC1LI2",-0.736230109370479,6.7252628792067,-1.54838725155318,0.136461103936498,0.733335608685365,-4.6608724982535
"ACP5",-0.748722908082033,6.26724816335336,-1.34543310531842,0.201466549801551,0.783980725529609,-4.66464970121663
"UPP1",0.864192552360253,6.36724249517362,1.49874484214044,0.151263481416117,0.744380978291243,-4.66533496867447
"PPP4C",-0.806337024769623,6.79184893003776,-1.41669077328224,0.178423779545233,0.773112404139719,-4.66584309703277
"ALDH9A1",0.51622178730367,9.4762416574659,1.54432809026027,0.137438430367894,0.733335608685365,-4.66608838201744
"RNASE4",-0.818158765620485,12.6556688874058,-1.54429501369591,0.137446417945138,0.733335608685365,-4.66613084085313
"AGRN",0.697923780934886,8.05261728880137,1.54404935574951,0.137505753284629,0.733335608685365,-4.66644615846626
"OLFML3",-1.16539867974459,6.92055792440058,-1.54392511125638,0.13753577091804,0.733335608685365,-4.66660561942838
"COL5A2",-0.969212842546242,8.8991353851882,-1.54244912329846,0.137892786227998,0.733335608685365,-4.66849921015942
"TUBAL3",1.50620353532803,6.87834838953315,1.30925426098013,0.217112106939931,0.78796396790204,-4.66981979450769
"DOHH",0.671763776968338,6.07780859226314,1.482291148867,0.156551788522207,0.748787713454316,-4.67043235359354
"NACA",-0.615584183410238,8.45864245110358,-1.5409123006626,0.138265330059456,0.733335608685365,-4.67046935990928
"CMBL",0.814856450245568,9.05904062634646,1.54082654237304,0.138286143352097,0.733335608685365,-4.67057925413125
"CD2AP",-0.633837668869712,6.60641815086575,-1.52912324849449,0.141888768361937,0.73985399123222,-4.67292091775844
"ACTB",-0.44651166925075,14.3244609678604,-1.53861200444926,0.138824502556731,0.734880596274512,-4.67341541608552
"NUP85",-1.07712206332567,5.00166225555104,-1.30812291167701,0.215314309871919,0.78689292287142,-4.67622162710532
"PYCR3",-0.491121218950191,9.4230884056068,-1.53590999690789,0.139483710005387,0.735963586740343,-4.67687160437416
"CAMK2D",0.513589253016711,7.25112138223574,1.53574579634098,0.139523853082875,0.735963586740343,-4.67708148474677
"ARAP1",0.825451148237788,5.74762617710714,1.42543133538274,0.175930051349514,0.773112404139719,-4.68115354561443
"IBA57",-0.842253097113164,5.59745672327455,-1.39484651513783,0.183361474511641,0.775881191959997,-4.68237681628478
"GOLGA4",-0.724209049736429,5.10071692492773,-1.33350477276306,0.203642193397986,0.783980725529609,-4.68281326324456
"IMMT",-0.729951777341162,8.14181440464718,-1.52692280365101,0.141694921304864,0.73985399123222,-4.68833339407411
"TUBB2B",-2.04728684393202,5.67648305208067,-1.4547887998762,0.165053029933315,0.762473236104988,-4.68892170594462
"LOC100053583",-0.576720465030763,6.46658468826589,-1.49226188696785,0.15204037998234,0.744380978291243,-4.68908245188016
"LASP1",-0.613284892689262,9.31490616722379,-1.52408565092402,0.142398944595072,0.73985399123222,-4.69194089793135
"LOC100060815",-1.14941458408055,8.27044447390933,-1.50839132082466,0.14708184284001,0.73985399123222,-4.69260202330821
"SUPT16H",0.548118394393818,7.15952682502856,1.49395962141399,0.151599557973433,0.744380978291243,-4.69277521018574
"LOC111771821",0.714722102187324,10.9863879756065,1.52235310245541,0.142830281281998,0.73985399123222,-4.69414130616699
"SEC13",-0.666481368806513,7.65919638027273,-1.52233425256758,0.142834980072646,0.73985399123222,-4.69416523559526
"RAD23A",0.75878956856781,7.54268160380763,1.50412530500772,0.148169604527025,0.739998593933112,-4.69791807938013
"SOD1",-0.880463431142753,13.1269025109821,-1.51899564851596,0.143669216672431,0.73985399123222,-4.69839986500187
"F6SDJ1",-0.720302525485816,6.34918132184937,-1.4384068987385,0.169579763753673,0.765976327562545,-4.69864455052158
"WARS1",0.558107485406132,8.51229990410268,1.51851226636464,0.143790333673529,0.73985399123222,-4.69901237865462
"UBAC1",-0.905186636526092,5.72444862197996,-1.27615884656328,0.2281618927414,0.78796396790204,-4.69987983043995
"HSPH1",-0.643656506156351,5.7751854087069,-1.42316763845359,0.173881836927895,0.772882199058184,-4.70286178016562
"RPS2",0.672303426054943,10.2244891472019,1.51433532374207,0.144840415967381,0.73985399123222,-4.70429882479564
"FUBP1",-0.497291899699297,8.0351925876663,-1.51332139500314,0.145096265577633,0.73985399123222,-4.70558036556445
"LOC100063059",-1.48613471812138,7.51390808668921,-1.38349863803871,0.188160515325228,0.783980725529609,-4.70840809074262
"ESYT1",-0.614791880792912,5.67455569669874,-1.45799702669984,0.16205919539907,0.757326218316081,-4.70891703187319
"U2AF1",0.754301764143111,7.88952708082082,1.50912165989123,0.14615996112851,0.73985399123222,-4.71088142129698
"GALM",-0.566858085755245,10.071661922555,-1.50885320869743,0.146228170651584,0.73985399123222,-4.71121987852754
"LRPAP1",-0.683854417646959,6.91223299800049,-1.50874679696346,0.146255215545515,0.73985399123222,-4.71135402702188
"CLTA",-0.875972581740479,7.16078039926466,-1.50807685349026,0.146425578170809,0.73985399123222,-4.7121984247781
"TNFAIP8",0.865506264332968,5.26903807386912,1.28528257738774,0.219534430237262,0.78796396790204,-4.71361647204743
"GC",1.11412490896897,9.23534765554803,1.50673150112508,0.146768185008381,0.73985399123222,-4.71389322297179
"SH3BGRL",-0.608227278337669,9.49839082860869,-1.5059909985902,0.14695704143643,0.73985399123222,-4.71482556090809
"CHMP5",-0.576688449834507,7.40760049399922,-1.4708579473164,0.157688867316616,0.749780900952041,-4.71508199015232
"CLINT1",-0.710911108725837,7.68423956028902,-1.5051860316412,0.147162564772705,0.73985399123222,-4.71583865660503
"HSP90AB1",-0.507871302058553,11.1247244996723,-1.50494274434153,0.147224726994781,0.73985399123222,-4.71614476377697
"PRRC2A",-0.717079587074197,6.14378750650621,-1.48897432664691,0.152086396866326,0.744380978291243,-4.71670419090966
"DCTN2",-0.673056098598224,7.88409698689227,-1.50294911861371,0.147734928733333,0.739998593933112,-4.71865170934063
"DLST",-0.659993715840892,6.57255224727362,-1.47659856018148,0.155348337819894,0.748787713454316,-4.71950557585868
"CCT2",-0.4268088898276,7.26811858237397,-1.50213433888808,0.147943861016034,0.739998593933112,-4.71967552966611
"F12",1.36872815641432,7.69423311600001,1.50094818079596,0.148248457809793,0.739998593933112,-4.72116523179434
"BPIFA2",1.48907011737975,7.93472513489938,1.49636469443229,0.14943029467638,0.743537571646188,-4.72691298158577
"UBLCP1",0.991893600199825,7.09364007969424,1.36440820145583,0.193954986647793,0.783980725529609,-4.72871760017056
"PARP1",0.667120000558702,9.23310180967297,1.49156461089229,0.150676233899461,0.744380978291243,-4.7329175472488
"STK3",0.50876065334927,7.20345611617875,1.40789913712481,0.178281324833767,0.773112404139719,-4.73327669178527
"TMEM199",-0.661903056183547,6.02078072387451,-1.32716825445254,0.205676029581402,0.783980725529609,-4.73424114813216
"IHH",1.33095586128037,8.25756231323705,1.26185824975309,0.227603333458609,0.78796396790204,-4.73552723509267
"DBNL",-0.591915407412803,7.6683849775407,-1.48941349862046,0.151237339021471,0.744380978291243,-4.73560351469154
"BCLAF1",-0.870765591273334,5.64359439143309,-1.40490296460067,0.179155213900328,0.773112404139719,-4.73664815024909
"GOLGA3",-0.900109704964089,6.69350108618865,-1.47259485126194,0.156415773430559,0.748787713454316,-4.73684728598087
"LRRC57",-0.559192771237417,8.21001683551266,-1.48697426429503,0.151875663357788,0.744380978291243,-4.73864555191085
"CTSK",-0.773447050632782,7.06916330180806,-1.48600868668359,0.152128952874311,0.744380978291243,-4.73984866592373
"SF3A2",-0.793595984824018,6.00952148763438,-1.45987385509544,0.160653596378464,0.756241217129638,-4.74019445696129
"SEC24C",-0.62626157167159,6.26577947982589,-1.4675510465052,0.157769023191925,0.749780900952041,-4.74301503938369
"HSPA2",-0.553255619000123,11.4868470903504,-1.48197408681289,0.15319103892623,0.747120230828744,-4.74486913101189
"RPS16",0.589637013199554,12.0564665659975,1.47632240632437,0.154688973854686,0.748787713454316,-4.75188369975157
"FAH",0.583024440652582,9.72170357333167,1.47609360865789,0.154749865379781,0.748787713454316,-4.75216722548218
"STXBP2",-0.999467356626991,6.34889389930533,-1.3981920728574,0.180020955247049,0.773112404139719,-4.75335029660742
"RRAGA",0.928930303667691,6.5497775101298,1.36992188100101,0.190855789595672,0.783980725529609,-4.75363166708985
"FASN",-0.537526028164967,6.83678013431684,-1.47407038907168,0.155289169008052,0.748787713454316,-4.75467288427293
"C1QB",0.666917984855813,10.4901977022453,1.47244882396913,0.155722512598359,0.748787713454316,-4.7566791511703
"PAICS",0.523188599319875,10.385292889112,1.4723929564867,0.155737460025748,0.748787713454316,-4.75674824157826
"CCAR2",-0.481760220386877,6.05542418226866,-1.45591344086989,0.160927809808136,0.756335283063515,-4.7571827142516
"CEBPB",-0.854756604382415,6.64208456090568,-1.23080433213254,0.240183919554839,0.790462078328492,-4.75720602931718
"ACOT9",-0.785920742844951,5.72560559843751,-1.33013222127041,0.204722653178669,0.783980725529609,-4.75748060811324
"LAMP1",-0.754769968942377,8.10000562863086,-1.47050761281213,0.156242571446202,0.748787713454316,-4.75907859889821
"LOC100051778",0.728593773602759,8.83904359194205,1.46853286050158,0.156773064921197,0.748787713454316,-4.7615169332974
"HDLBP",-0.483400226139459,8.85985736351848,-1.46616831278616,0.157410197965865,0.749780900952041,-4.76443315323761
"DAB2",-0.902569642680826,6.57584376663569,-1.40120179439115,0.179134292633915,0.773112404139719,-4.76485290943216
"TNXB",-1.10194316962723,9.97292601761452,-1.46324930704623,0.158199631520602,0.750628235683879,-4.76802805107865
"MRRF",1.33125809452394,6.63425863799455,1.29308791760584,0.22030031226613,0.78796396790204,-4.76823124059893
"GFUS",0.619349218284115,8.87381878684199,1.46182821678478,0.158585121849661,0.751259136150863,-4.76977613507417
"ZNF512",1.04661342686499,6.06831244838394,1.34336043605533,0.200511127746908,0.783980725529609,-4.76993227902115
"SAR1B",0.59544541652686,7.63028793855295,1.37451526586447,0.188216711320215,0.783980725529609,-4.77053723390155
"NDUFV2",-0.865715758116063,5.12875323686271,-1.21422484100785,0.246242269715507,0.790462078328492,-4.7720916521482
"CAPZA2",-0.507915946312965,9.98907706616328,-1.45751042198655,0.159761063293557,0.755626650712771,-4.77507917799821
"NANS.1",-0.501523446443648,10.9893784282362,-1.45646296270611,0.160047399830146,0.755779388086801,-4.7763637702113
"PRPF40A",0.95194051721869,7.06731236217045,1.39000713294244,0.182450215035209,0.77541341389964,-4.7775715484157
"SPTBN1",-0.486174773826297,5.91439753508205,-1.45499658088862,0.16044895310172,0.756241217129638,-4.7781608900605
"SCRN2",-0.634012969043399,8.16927678636792,-1.45166359465953,0.161364693855585,0.757192372587326,-4.78224026068712
"AP2A2",-0.42332323208269,7.05804076118292,-1.43487923963286,0.16676740130519,0.764118950851903,-4.78256464183581
"RHOT2",-0.651297199094528,5.88299343275579,-1.26197349727541,0.230915156949884,0.78796396790204,-4.78333049602716
"ILK",0.507393412792154,8.63632347358745,1.45045728631673,0.161697169565761,0.757326218316081,-4.78371487132257
"ACYP2",-0.491073881836429,7.0946161860261,-1.44879253991427,0.162156907921796,0.757326218316081,-4.78574827922571
"GNS",-0.675520496243872,6.71706207040607,-1.43143011252101,0.167741128962677,0.765383218809762,-4.7866988601074
"UAP1",0.760616708355818,9.61094088530583,1.44742271008433,0.162535994643492,0.757906871574276,-4.78742006408986
"ARMC6",0.937098790265167,5.24155205717538,1.32633748976314,0.205943890961782,0.783980725529609,-4.78786667465054
"SAR1A",0.454459417759191,8.59222870208558,1.44394682114141,0.163501130534948,0.761173704959507,-4.79165648746441
"RBM4B",-0.496501305562393,6.58590598851108,-1.42648495836752,0.169145212609963,0.765976327562545,-4.79261250877935
"EHD1",-0.433444773502301,7.56933955160711,-1.44305934733981,0.163748292831625,0.761173704959507,-4.79273683961052
"PPP2R5E",-0.78574559496958,6.2725302934664,-1.26477155889294,0.229944075419754,0.78796396790204,-4.79591734151758
"AGO2",0.508110077996227,7.84826944902577,1.44016971848029,0.164555150031964,0.762473236104988,-4.79625080550136
"PDLIM5",-0.643967505414858,7.6914506036377,-1.43934389166215,0.164786330763763,0.762473236104988,-4.79725402686317
"PLOD2",0.836438331725538,9.70971855044446,1.43859564780346,0.164996019425594,0.762473236104988,-4.79816260235211
"MRGPRF",-0.861501008574983,7.97182258058523,-1.42125293416577,0.170641060002869,0.766853706206246,-4.7988515358935
"GLUD1",-0.505947324353935,9.10902986764532,-1.43519311772187,0.165952266391808,0.763446439273743,-4.80228944776015
"PEPD",-0.503828401493998,9.73322994806222,-1.43490458177554,0.166033561751298,0.763446439273743,-4.80263904604332
"WDR1",-0.537774734229579,9.90912205011033,-1.43290238019809,0.166598569672131,0.764118950851903,-4.80506341861541
"SCYL2",0.563563573572161,5.36210435862846,1.27177651847105,0.225716337575503,0.78796396790204,-4.80593688914729
"NPM1",-0.565205829044209,8.4681439440191,-1.43165851880998,0.16695035900966,0.764118950851903,-4.80656818602369
"CCDC25",-0.898158974079924,6.04429718909921,-1.39780136498499,0.178271696068114,0.773112404139719,-4.80766103786791
