"","c105_old","c111_old","c151_young","c152_young","c154_young","c169_young","c170_young","c171_young","c172_old","c173_old","c175_young","c177_young","c50_old","c54_old","c61_old","c82_old","c83_young","c86_old","c95_old","c96_young"
"RASA3",6.79985223784128,6.73119776353363,6.62946789345099,6.89197692487535,6.83982716997156,6.65140727350417,6.88853793179441,7.25781556160716,6.64027419355887,6.6327879028772,7.01040028003118,5.99608019147626,5.58795961712618,7.2719100249281,NA,6.64860473523378,6.18390836814741,6.80496177126583,6.45880332200185,6.76246805378149
"HSPB6",8.05774526919291,8.05043199176402,8.46890160823937,9.09128695681452,6.93818016691112,7.84032032820936,7.59773981783394,7.55148570207204,7.5042722544806,7.11713029843455,7.70462240370269,6.76986466319135,NA,7.79302648662205,6.66736317546526,7.59499469756136,8.17038895338896,8.09923067844433,7.30693595072981,7.62479987371669
"METAP2",7.03962869547927,7.03559881141269,6.93983458177707,6.32320175611447,6.88750798606114,7.32344423709179,6.55892114227963,7.41441782733077,7.04328035074074,7.40329887939358,6.00029410798882,6.83127178772511,6.66833813422241,7.19349536731073,6.14975333832839,7.05512625515169,7.02681168199119,7.45186410586031,7.38165793485484,6.39107162266883
"RHOA",9.91519079051497,8.4923848819211,9.99677179058365,9.53063102600844,9.73912725351372,9.82451274580754,9.68154439779887,10.0827729720596,9.18555887123908,8.9636361230684,10.7431170627321,9.30903189425052,7.58284878881899,9.35320909654743,9.35979862480614,8.97527485282532,9.56738524846353,9.79951755881311,9.09061419748894,9.94065200206857
"STXBP1",7.45813691355778,7.42585514509191,8.33789663504309,7.6050428135326,8.16052684855407,7.93921768606437,7.98464776118897,7.96232886698671,7.50738090258679,7.12541073653245,8.46983168914083,7.66273245970991,6.74060283451832,7.74778260575941,6.94274120425898,7.68833977196627,7.79517367363561,7.70071138401881,7.77440609034644,7.58435748441611
"PPT1",9.37946602344753,8.16620548268731,9.09786803457774,9.00158395496106,7.95133634714746,8.64492558771597,8.50506510710761,7.59580988694776,7.87923021823324,8.93868626833322,8.88372946644536,9.37561800796114,7.86868981568897,8.27124496479498,7.98360307456802,9.01263267979742,9.07505358539961,8.92465774146245,7.83791365206184,7.9299051502019
"ACLY",9.68242734770409,8.86765042948613,9.87767662858237,9.31220122850404,9.44936982358441,9.71440816753802,8.9455029993648,8.92278017669612,9.34477161667087,8.7126822031176,9.75390382393218,9.51245646009304,7.80314016680431,9.25121603354112,9.45824703947588,9.24945294215035,9.18525201673154,9.44272464293888,9.58710203211614,9.28439203985059
"COL12A1",10.3434651359057,10.8569079625997,11.1751004721651,11.4696522343581,12.0630684955369,11.11329965769,10.0787464382079,9.71768096016093,9.42648623887344,10.5705784811277,11.4621083788286,10.777232900644,8.67237351847242,10.8001953173664,9.76679469056435,10.1107085279643,11.2906523048379,10.6285726117395,8.92194868208891,11.9981466111867
"SUPT5H",6.31080570127786,6.28761374855916,5.26145264491841,6.17144070982741,6.0765298539522,6.62154104741726,5.58940114712979,6.79108791445356,6.26328490622341,6.0921248308718,5.92061089265981,6.19845826532497,6.01411325453582,5.87039281346842,NA,5.87450700015747,6.25587958214896,5.89011851378504,6.19755516778102,5.78242827612786
"BST1",8.94115598486825,9.04759127010061,7.8235571815036,7.32480728124296,8.63089786879496,7.04558984992293,7.11558437520145,NA,7.44589693262755,8.86482252622939,9.0945327558411,6.67705888910655,5.74675081878902,9.71244655477743,7.89421369035522,8.64224194473573,6.57754300471834,10.3551493377985,7.76928295600383,8.5895408979137
"QKI",7.61466365102942,7.1350322387204,7.36694597999616,7.06706002178441,7.817096911601,7.1368345348966,7.53647752622269,6.78400538588538,7.17830964792912,7.51599104398845,7.27754411160979,7.68335748484049,6.27843939162551,6.98568714487191,6.57629121512182,7.06987683724009,8.13850553255415,7.09704098891411,6.85334378225148,7.43506951407545
"RHOT2",5.97990939865451,NA,5.88468545234485,NA,6.08134151622883,NA,NA,6.39900821278133,NA,NA,5.63386620863707,NA,NA,5.69264269062169,5.22653298391075,NA,6.30144398184229,5.34123089784429,5.38045433890596,6.82048545745744
"PITPNB",6.97155443748098,7.43363124151442,7.42463337861887,7.33023506590369,7.05330959022617,7.62352404307012,7.50543132751158,7.35640275652773,7.99423918921368,7.22718278952039,7.45383016797465,7.37583463640659,NA,7.63006262854232,7.06452205270711,7.16783997508223,7.10124631627385,7.35602158066116,7.91556513139214,7.50237758747117
"PRPF4",6.42851404270829,NA,6.40763929732919,NA,5.65712489860017,NA,NA,NA,6.32516056509852,6.99730000313389,6.9103680788058,6.98022725898297,6.75760375678941,6.68440739156787,NA,NA,6.60298145716249,7.18459767473388,NA,6.49165725044413
"RASSF4",6.31220467649715,NA,6.18202206436758,NA,6.11446142566349,6.81730803537324,6.4430578895792,6.42441971644923,6.45462449086443,6.69165919708478,NA,NA,NA,5.55397209259232,6.34133261887551,NA,6.48984981755978,6.21916942098071,6.5925935872281,NA
"NAA11",4.90312108302676,4.70496312853355,5.30019042912953,5.15257355073594,NA,4.72026678252692,4.8116418021672,5.36706475427721,4.26268926087368,4.94085393629236,NA,4.78229693619276,5.29851966550882,4.78908374230835,NA,NA,4.41698906124348,NA,5.09869205092226,4.32007680446502
"PLCD1",10.3856832685272,10.0805367007833,10.5240568374181,10.3317391263259,10.0004361031896,10.1228366996022,10.3814221207508,9.5949634627356,9.85850975136722,10.1053562459942,10.3133082703283,10.2808908657006,9.19850582614086,10.0932849613157,9.49533961015662,9.95184018732971,9.82777650998002,10.4201238084274,10.1170933262601,10.3425700247855
"LOC100072612",9.82023991175418,10.278125617149,10.2859662198559,10.0681964387943,10.6038077856786,10.6141216898999,10.3550325762332,11.2374836460096,10.2229094977726,10.6633603451492,10.3348020603299,10.6245826604338,9.69999425159523,10.9313509617647,9.66184971621212,10.6975325226081,10.9890999365125,9.8992414228774,10.7790091149451,10.3737787426903
"TSC22D2",6.16166315638512,6.77029743020786,6.20703051198417,6.40207670989604,6.2317123823811,6.39759714505364,6.31055556429948,NA,5.23096739961901,6.57103181103525,6.08250512003098,6.62435105273851,NA,NA,NA,6.40026685390623,5.84877248453158,NA,5.99778046010386,6.1193366451641
"SLC29A1",12.1429797682502,10.515770840914,11.4565176814559,11.6350448705974,11.5275162961891,10.6074853195412,10.2054121907022,9.44484446724796,10.2165173199075,10.1641199816803,11.9866467484091,10.2853887319388,9.64592700445781,10.8843922579165,10.2214776488831,11.2041320687954,10.7173117099919,11.5764256363174,10.4306597577201,11.1791209934853
"ARAP1",6.14865883524205,NA,5.97522494625445,NA,6.24071325767795,NA,6.36594897070902,5.30907785338556,6.56466491069846,4.67291337320003,NA,5.86834709059211,NA,NA,NA,5.92290402403724,5.27573363809382,4.88811251849882,5.67368718829018,5.76478579062304
"A0A3Q2HRV7",11.8938960489175,11.3461155747899,11.8391878818752,11.8040047942268,11.6026419693292,11.2847251474328,11.3700762755386,10.7179016860945,10.9319968840574,11.7424640366172,11.1744158597404,11.4069301525153,10.8545337830857,11.5064382195683,11.1160062055826,11.3837303361835,12.0180411270877,11.5989158295399,11.3203676713406,11.3015103145896
"APOB",6.33052928681071,7.31626561288167,5.79922192087029,6.8560059312672,6.88482372066659,6.85403402802616,8.1809908451388,7.89620253402499,6.89519864735164,7.78504697016814,5.8911767407141,6.16998153240698,NA,7.07340097530055,6.93603002126817,NA,6.54801075817713,5.5061426349391,7.19187472067367,8.33690167581736
"P3H4",8.31820842799496,7.83938466118944,8.00268278402887,6.83744311425574,6.76319823762702,6.85646400498705,7.27498004786687,5.59783171562381,7.54381695339547,7.27396485251522,7.97079286327102,7.54953762110175,NA,7.1224045161266,7.13433203569235,8.00225843783576,7.17437593225796,7.82445190416323,7.22515698032836,6.26343810704402
"NUCKS1",7.96068838849735,6.69375166553378,7.95812815832628,7.40993633395452,7.69865914362993,7.30588745764567,7.14077466163872,6.77188487859817,7.4645861901976,8.05033110402614,7.50531325335554,7.25484794081545,6.91731924821024,6.46832921235677,5.31202961506743,6.704452235595,8.9369298211902,7.18918251683226,7.18178604232984,6.57243076507129
"ACADM",7.20769253277942,6.9283712855328,6.13299957130835,6.87429448982719,7.30004727630127,6.27743336505711,6.94599471637911,5.97400837501742,6.1804341833531,6.87671883066789,6.09184912944518,6.13811876615147,6.46940111357166,7.21371701651405,6.89507189385879,6.19166038646857,7.1756252452934,7.30958238924395,5.89285783353802,7.56016783761571
"A0A3Q2HSD4",7.13981193265381,6.92337249566266,7.27951630580376,7.19071462744176,7.07934282971241,7.16843448457966,7.39700709547679,5.11051390976489,6.63129419846419,7.433105795815,6.37186642932233,7.25372233413429,6.99860942621441,7.19948191538391,6.48404966845009,7.0658591798151,7.85469624337009,6.74519399036914,7.19760102773344,7.25871893305227
"LAMC1",11.2977060851068,10.6497867271438,11.6996282254653,10.7914381483568,10.7707326875522,10.2036082277841,11.0340415641453,10.0661113936711,10.0914063728724,10.3115398598119,11.9708804185212,11.2734624956898,8.69771397241115,10.0627258046397,9.13680265361203,10.624939944462,10.9564587351237,11.0372577750522,10.1287720476276,10.8514339683926
"CNNM3",7.29415260764914,7.1622280913831,7.18385124065356,5.16801778861438,7.2446356012228,6.56468952699258,7.20558346977777,NA,6.47853809251643,6.90787854133836,7.19127470117391,6.60886920085868,NA,6.85646999087576,NA,NA,6.43762721289627,NA,6.84422230332968,6.77798912417556
"SNAP23",7.14215824326292,7.1149396597442,7.13647337058882,7.13928053859467,6.92477907411897,6.61824286811237,7.17321041639111,5.83959642016983,6.30680814736371,6.53225282209346,7.55385249440578,6.89182789892902,6.14573149799011,6.79188745927498,NA,6.18247194324965,7.14664804979816,6.84523266696477,6.7084000383901,7.01419423873116
"FGA",12.4458265241664,11.3665851734706,11.1183330227701,12.229191765596,12.5469078043466,12.3374357465866,11.7931464623022,11.0427418536186,11.232514859127,12.3814935365189,10.6772831116928,13.3310814623695,9.43915875892571,11.240484464824,11.7449993575513,11.023474588458,12.5721927355202,11.6188381281597,11.7385046300631,11.3991343642283
"TACC2",5.34084511268118,5.78782698011324,5.15114989070839,5.88244187442094,4.81845055816013,5.20123366489087,5.77313474665072,NA,5.99389104910882,5.29492728926953,5.66052931047137,5.53312380969178,NA,5.98798787263015,NA,6.38485007540909,5.20383829210523,NA,4.89141044476159,5.9205831291292
"FHL1",8.5922681137744,8.67268494671313,8.40379681448527,7.8823180921891,9.02446522800603,8.18419723331984,8.65687772925543,8.14094757645057,8.12370075328098,8.91021872182814,8.47635654956196,8.81391220897436,7.99556190846409,8.03360039996988,8.79424914597273,7.8505211876757,9.67125444319708,7.54073473482119,8.64536909184939,8.03537238334335
"GNPDA2",9.22292948619209,9.7194507296143,9.53626386146923,9.26159584031795,9.25970608500447,9.79347006603295,9.61685019964144,9.29786756424592,9.854790691838,9.45098506659559,9.17447790797693,9.2199633640704,8.79544682992029,9.66141309776355,8.91221707722992,9.60896405912673,8.91870511741655,9.70275689393331,10.0287760859412,9.3006949393111
"EXTL2",8.67018749057016,8.0856974423867,7.89631450471382,7.12423910385725,7.31451313827933,6.82854819689214,7.30360784034496,NA,7.41089704671618,8.11768949812585,7.68703001647823,7.35158775599809,NA,7.8356519079749,NA,8.40401919070563,7.05779270916513,7.67148313425859,7.47913200128713,7.43379600977319
"MOB4",6.80134085232816,NA,6.86569096817615,7.58105678775031,6.04872693882247,NA,NA,6.24920595268201,7.47957823737076,6.67177313959527,7.69776559820069,5.41644544742454,5.59296538706061,6.96469897224007,NA,7.75052381411476,7.04489360065012,7.20448876399545,7.28258390071989,NA
"DNM1",7.28762257472447,6.69891374182368,7.58182823474837,7.64027530718209,7.63311095999686,7.35909185149037,7.46800821272952,7.63801732166231,7.57634462469894,7.53618768545613,7.45268245723062,7.59416405780303,6.43459136048073,7.60455331654091,6.93426534501924,6.75653109441467,7.9373491837204,7.41464173277543,7.20542530088161,7.31318220176382
"PIP4K2C",5.01499767338732,NA,5.45273336643638,6.71438416328466,6.14630417791819,6.60288306577647,NA,7.05265253349191,6.33396218000193,6.07978692156034,NA,6.42942915158552,NA,6.82244412179148,NA,6.00078846177043,5.77283669066286,6.18483369419179,NA,NA
"BZW2",6.14695833651627,5.80732626143312,6.50933004654942,5.86494871572072,5.82014625130375,6.98734507095291,5.37501135128229,NA,6.16753163148006,6.00079559604161,6.1141666517348,6.37122084482812,NA,6.43633686583595,6.35707023259165,6.30216517900561,6.02537446432389,4.79492018037892,6.85465395137236,6.2890236727711
"SMARCC2",7.10245770038032,6.4443428044281,6.78238097633823,4.70554928798178,7.1630694042537,6.71695461224027,6.40633881055324,5.94399286859613,6.55065568949356,6.59202619621555,6.04174133475748,7.1710726375009,5.77398453516657,6.94616327662465,6.46586025574941,6.50442458399647,6.8652374471945,6.6492709446745,6.22126577888879,6.93192255572142
"LMNB2",10.5372549186728,9.85886363559878,10.4158994621629,10.2479663403868,10.2799894180403,9.89812933691551,10.370969137969,9.76460294267158,9.79017603369051,9.93495934245245,9.8995237739187,9.94040624051916,9.58277016570509,9.89930456470106,9.0518526481436,10.0504791443496,10.706218859331,9.94250170691419,9.5410991439219,10.6338526237688
"VPS4A",7.78209851518243,6.59404320223256,6.64834252295352,7.74553646762382,7.59571044595597,NA,7.56408626887686,7.38547790624287,7.08898003331075,7.53342553312412,6.38886407557947,7.4223026451503,NA,7.30637213348887,6.67615764911209,7.36500674340817,7.36263594117711,6.55236149853466,7.24743000003489,7.45264578333146
"OSBPL8",5.34590275572705,4.61638898307557,4.44846349366912,NA,4.42334749317668,NA,4.39292704601136,NA,4.7073092139935,4.60935978173549,4.66505105588553,4.33255036241442,NA,NA,NA,NA,3.68774938982021,NA,5.12648521192892,NA
"SLC16A1",6.24373996003123,5.87989618585523,6.53706127681981,6.9263407910268,6.87928855180155,6.12384829641388,6.40047886386094,5.34721330372031,5.35491074908541,4.90208306738315,7.40760299363594,6.51205055722974,5.49614433223025,6.11436677424866,5.59624980455092,6.10213004031069,6.21148723749547,6.71331544806892,5.89044346193521,5.92807343045664
"AHCY",10.2468578642271,9.85074586027426,10.5403902856585,10.5143660879713,10.1001837174096,10.0421602996499,10.5228765957742,10.3894488669694,10.0974965098875,9.9693908991244,10.8566019289798,10.2891715289551,9.93428172345477,10.2400677058807,10.118797023178,10.0464031126684,10.185639529637,9.46422710505584,10.434209563081,10.8082274603953
"BUB3",8.29755282527448,7.99164835080064,8.54726728293398,8.33111759751776,8.36373979019867,8.22132231345531,8.30631679907023,8.22758482665174,8.13524992585934,8.47430622850867,7.90376927548915,8.24018706040997,8.12992510353849,8.27716753743954,8.02063715592112,8.16562870764243,8.42510920947092,8.5577669022898,8.01471669559283,8.49608304237915
"NAP1L4",8.3835798143441,8.29116928964624,8.63086429481203,8.0314245784942,8.12083046454415,7.65849596488579,8.4528382632943,6.10152560148477,8.01492160510468,8.5460463227903,8.0681652028417,8.35571287285547,7.16977562179927,8.37170855264742,7.32691778766681,8.32339542176333,8.47498003890222,7.46723044140866,8.21589632704542,8.37802054374524
"HMGCL",6.0156082874213,5.86562229799252,5.71440498681291,5.00292556106749,5.96965041918316,5.49742831998562,6.01008850826552,6.0958929956007,6.16957671661723,6.13713865519565,5.85839006728161,6.11559961534579,NA,5.89330576771025,5.89740512014538,5.87708540585458,5.86482462925149,6.21088147905377,5.46573889694176,6.41755600509997
"NNT",8.15411567220968,7.80737102742764,8.58196075117772,7.79615850661245,8.20629540921903,7.72384852540631,7.71867486414161,NA,7.8565732123395,NA,7.92550492100635,7.92678394225963,NA,7.71952589412587,7.08389280803269,6.93504121550703,7.7970975044887,8.29243289247559,NA,8.28592506866148
"C4BPA",8.92204800090021,9.36273268248693,7.48110070179558,7.96063162944887,9.38282941886461,9.08646690238809,9.74464037597018,7.65890989081178,8.73654368107135,10.2299875449351,7.62229147075644,10.2358339881522,5.60747668645153,8.42094549720244,9.23808362900824,8.08488931098555,8.07968316856912,8.34889075570793,9.63106441925239,7.77132019331689
"RGN",6.35236413734781,5.24324242232853,6.45582870927391,6.04532982231286,NA,5.6395950630925,3.10014383909616,NA,NA,6.29854956981316,5.90672223951418,5.64173904412485,NA,5.25807461899071,NA,4.30075866124209,6.27113607264559,6.25301791732935,2.31477323625177,5.17541506869394
"NUDC",7.97979255382196,7.66664833628889,8.05911542944462,7.73849000981775,7.61961969082975,7.50814164128921,8.02635385248007,7.52325138040771,7.88694306082854,8.12441876070304,7.69959938070466,7.99350759438957,6.84954298953277,7.48014438950334,7.37842263824238,7.88681064298043,8.33830163179252,8.1507854323418,7.46921574040467,7.45815362769212
"LASP1",9.27532615341636,9.20775488367099,9.86070115485829,10.3433917034742,9.29979342282479,9.40720960191929,9.2217514803264,9.11409651073776,8.80210344171866,9.19558014836733,9.78693401384496,9.6203311901013,8.08544470089443,9.50526987155901,8.48864595169096,9.10282464220389,9.96328194365391,9.79196971103979,8.72042093756759,9.501811918553
"RCN2",6.10951352938122,6.75169418200764,5.98101736330259,7.23150231369922,6.10283440460427,6.72719017105911,6.7314741140067,7.10842104096656,7.10837628280313,6.09660843564851,5.12078871265507,5.84770572994233,6.58242566414917,6.45783411391911,NA,6.68825742421345,6.70818359525517,5.61096357703823,6.33786978861437,6.3836177198752
"MACROH2A1",10.4486368295413,11.4073046096374,11.0353129006535,10.3611438788051,11.105681132685,11.3310716528609,10.9581484276976,11.5644332458277,11.8077504802922,10.7104292939851,10.7641947876826,10.9167962154123,10.9599938564758,11.0537890881454,11.0480859498154,10.905443951241,11.0644077072405,10.8642253233264,11.2298985652487,11.0773642139999
"SMAD3",7.75115715156966,NA,7.78263606780177,7.35892416714372,7.8579734540628,7.24388011111618,7.63279374106722,6.84126293335823,7.80563521331752,7.74308843660103,7.74909297159248,7.89363422657198,6.87425273863926,7.4674264437036,5.99053469691173,7.26542798625511,7.9451803039727,7.6756178868374,7.40637564023388,7.85263369177649
"CSAD",9.20472770329188,9.37594073889819,10.120468475034,9.25006394809482,9.51326438619873,9.73998307720991,9.63132275985814,9.54226288904586,9.78044230852818,9.80592125331231,9.35911941544946,9.86258502968072,8.56321005454707,9.65423502529862,9.51072979493317,9.70861777409204,8.88283993936272,9.41807038872451,10.5384754816698,9.73800465086997
"LOC111772174",6.83180392321757,7.9629371791524,6.56124073788173,6.1294267715805,7.32534081751809,7.61550142321107,7.14560429736341,8.17470595905894,7.59458594163988,6.82240964863633,6.49235825319962,7.70765575270627,6.12859832237482,7.45988653979299,6.71476022460707,6.19983472018244,7.60350234644874,7.0339481291664,6.7698638410349,7.54906134555427
"TNS2",6.35114912755409,5.86805819954271,6.49977572805692,6.35817071697623,6.21995325144424,6.21540231049205,5.71655526714194,NA,5.92277239674893,6.14289749937695,5.82453364694705,6.1135314126051,NA,5.70732692234529,NA,5.80155053412133,6.00969853493764,6.15972024444144,6.34222510001873,6.11078837411271
"VCP",10.5855086748014,10.2965990299037,11.0136797436166,10.6565157837072,10.4433426762307,10.4646069120148,10.5668641229224,9.58691774937733,10.0602437109849,10.5341264790408,10.684722755197,10.7031902361312,9.3455774045004,10.2726285378858,9.75114028479926,10.854041450932,10.6700774052701,10.7818396694755,9.95403432553821,10.5402288519747
"HUWE1",7.07887086124885,6.94318781736292,7.23383777819708,6.6534337698434,7.22244982006201,6.66182088134876,6.67039276762595,3.9367821576323,6.78188825875389,7.01040071902278,7.10174844364891,7.06374436222385,7.42324862642332,7.24033763353394,7.05937208243179,7.41137233275905,6.99841404321027,7.17916520984332,7.12668039454788,6.97886867403817
"COPA",9.70516136660546,9.1121592954756,9.94380318421121,9.65109458251648,9.57585416217927,9.35414220974449,8.98930016304569,9.03885498588057,9.41053931365856,8.98729799424536,9.72855238099958,9.45384167587896,7.96002532967539,9.51365443105088,9.25265876666477,9.37973573901821,9.37820703639701,9.59101903574068,9.68089167598131,9.34503097457821
"PLEKHF2",5.66928335489524,6.03628647908761,5.76051762534795,NA,6.04202404250606,NA,5.82183867081553,6.13241870418702,6.61618982522109,5.52965722382064,NA,6.2050397584796,6.08565953318203,5.81135338404167,6.71829202427889,3.86951113922469,6.03921839465926,NA,6.52397084950881,6.35573873684061
"LOC111772418",11.2279456296017,11.109540167698,11.3048404314035,10.8440801784392,11.5614391422851,11.0447279911604,11.2226002342111,11.7711086623177,11.5123357803517,11.6653969412989,10.4128357765901,11.3571516188379,11.4019108183839,11.8158299451913,12.1005397920166,11.2685005113533,11.5384276731493,11.5011800925726,11.3118211523026,11.0024018137805
"FKBP4",8.05526832821512,7.72392258204641,7.93890385504808,7.80873887331093,7.66744613404381,7.79604225205425,7.82171815257036,7.45037063508578,7.66922443004213,8.09874699509259,7.29178661595402,7.74731472820956,7.59012459640912,7.52534622758621,7.28403522972893,7.68430135661978,8.02325880613783,7.65858984760923,7.7530024744108,8.01928403693777
"IQGAP1",10.9334527427297,11.015202349402,11.073588155618,10.9402882900867,11.0558925438013,11.0935597238774,10.9916372075051,11.1246546049336,11.4402931161769,10.8744659780044,10.942126068841,11.1821349126384,9.944573201398,11.004287251892,10.7192840206505,10.7161313555225,10.982670750389,10.8208285894262,11.468180879103,10.8831364983386
"ARHGAP17",6.31494775308405,6.18836213435467,6.42417595927217,5.70332225324721,6.66707457816845,NA,NA,4.87600446478509,NA,6.29072265095175,6.31362062016212,6.3557190565849,NA,6.34702363257228,5.503192006657,NA,6.53609842816554,NA,6.074887290116,6.0862896844861
"USP8",5.84569876365445,6.15080509682994,5.39023807058236,NA,6.110363044485,6.24540196835037,5.87320090241363,6.89632678517364,6.13184342200136,6.16488311994744,6.35137998271868,5.62991382353975,NA,5.85782881872323,NA,NA,6.21906467126168,6.002488358016,5.83971147684988,5.41048498493036
"CAD",8.80350386440719,8.50516491906276,8.80010988788052,8.91806983807788,9.06881454749093,8.47264857491239,8.00007315706006,7.03714475020185,8.03939429059605,8.25781818648126,8.8015605971372,9.22621038133012,7.2774091055993,8.79403399816511,8.5222929512275,8.87924012086315,7.72754549574153,9.13853178060878,8.24983908868618,8.79127820992798
"ASS1",10.5489703000385,10.6291218485933,9.47016177720335,10.0883597704757,10.4188868429694,10.2496450605206,10.5068474286288,10.1281257368392,10.8685266915912,10.8470150249396,8.98132853164658,10.2102006248379,9.68264855705186,10.3675642539745,10.5399239419684,9.89577274691244,10.7735657496915,8.65202037396497,10.9812536309259,11.5009790018901
"A0A3Q2HY43",5.39228343725814,5.60700756154277,5.06047374042578,5.19634612957394,NA,5.483396957134,5.41677278003616,5.72024321396607,5.74628763983851,4.89257568253908,NA,5.34121004834748,5.67108993373917,5.04165626844747,NA,NA,5.35664893045335,5.43937452574126,4.46062435383578,3.24587271592772
"CHI3L1",10.9021614705951,11.4946948573822,8.97979202937935,9.87449262562729,11.2734259599657,11.355052995202,10.6353185277454,9.96724423122263,11.9400864090701,11.531078455935,9.50521523810298,12.2370922593459,9.42458488190359,11.19658485824,10.8877909021328,10.4571196849044,11.4498156821413,10.3761355289639,10.6064644506652,10.4150245587178
"CPSF6",7.62767409987292,7.75726235190009,7.37098891764061,7.722192740582,8.14151921553868,7.75875045025848,7.61738288778558,8.54764196787332,7.78166397709166,7.30648955793886,7.33079212629845,7.48364086696709,8.03771349242863,8.09048499130593,7.68276368031528,7.33825045877187,8.0924548119543,7.1959971709197,7.36443986878355,8.02072238847362
"TUBB3",6.01165909020302,6.56289031555515,5.4452874877123,NA,NA,NA,6.67357454663533,7.44867228601413,7.62326505161337,6.06813752482953,5.12704549674798,7.02013449383609,NA,6.49740832537129,NA,5.10896003510716,6.25390251863455,NA,6.76303217774435,6.09951720268539
"EIF3F",9.38978176477556,9.29839135056015,9.68059208116933,9.46598052866709,9.06443553418414,9.19346655724256,9.57202137682204,8.79508143870953,9.488751205851,9.35162205448203,8.89114915052525,9.68875226114805,8.51962513924845,9.45694754290955,8.59497133645672,9.64617561241468,9.35090387263942,9.50038308579748,9.3032747569498,9.53467344940495
"MYG1",6.24547723683014,6.309195307162,6.55654079740867,6.14936966180158,NA,6.36237726546893,6.76771824434508,NA,6.78331307155196,NA,5.9634447289065,7.31029021273398,NA,7.36837935177693,NA,6.85944338396192,6.59924732908507,6.72358627364046,NA,5.44841478378442
"FBXL8",6.82496987037015,6.37081403195433,7.2160082093724,NA,6.87334012368864,6.93821311189149,7.21946992000635,7.08638317251605,7.03052063154573,6.93528113972177,6.88922209603072,7.13029634167882,NA,7.15916516048619,NA,6.79955619418998,6.5421421036926,7.39180635042388,7.66494954370057,7.08895897804235
"USP14",9.47318532810689,8.94401321865665,9.58143077402309,9.00774336648819,9.14208736397186,9.35834409445081,9.16981619031593,9.24547594189035,9.30254477943456,9.41442206581914,9.27192368570663,9.59135358204238,8.11638738236553,9.16735597835415,8.75815385281929,9.1440185429449,9.16532153355137,9.21305391021082,9.50040742933481,9.28096328668116
"ETFA",7.92445143353581,7.23551756434503,8.58718755238052,8.29094368082782,8.0583975380683,7.74387093556841,8.08856467952156,6.78536387570854,7.29768288337288,8.0072469496436,7.88356532825247,8.14801226685254,7.05517968550021,7.53067306269605,6.56955952855703,7.31386515954803,8.8581961683219,8.0517985856139,7.13296619116773,8.57529225695466
"NUDT9",7.72856757226979,7.42403730896507,8.35009529706104,8.02579865034922,7.34160106235107,7.58438039890726,8.08631466247311,6.63069690960731,7.55808564269972,8.28910356477747,7.79833448775915,8.25897006273609,NA,7.13213567880672,6.35925840500423,7.49963217002813,7.87936491687381,8.25335100053368,7.01975898638274,6.99147610193228
"GOLGB1",6.96134846852108,6.19368606159174,6.41481070127483,6.43408033438407,5.88171220959548,6.18652340145201,6.50032611488201,6.64081799658535,6.14011537289796,6.60162728710205,6.51337479730929,6.61671502540888,NA,6.19038113906012,4.93615132421002,6.43190147109803,6.96211437317861,6.53145483563489,5.79684206669257,6.30856168482843
"LOC111772300",8.98295943676522,8.88046231280487,8.97178374583929,8.64059798654613,8.70044426013287,8.10988915976113,9.15709940990715,7.69791584507141,9.22530319149605,9.15750718107173,8.22282431018145,8.6133220060225,8.7316359944431,8.5653289708803,7.66603691196204,8.6974924618265,9.2428091774391,7.9321135401825,8.80257095718714,9.0056872837275
"HSPA2",12.0980345585038,11.1867286472484,12.0351392164553,11.0507179884598,11.5923522392941,11.4923301933213,11.5230567963931,10.8136187961781,11.1023390907999,11.5857167920531,11.9441545516444,11.7430954038942,11.2002911830811,11.3960535719885,10.5940947933291,11.647476750491,11.4352668707878,12.0069278803688,11.4221863463266,11.8759243800437
"PNN",6.2492283055601,6.0718384709609,6.01104830613408,4.8876969317011,6.34647989879781,5.98576542231267,5.91508740658301,5.45156221030354,5.3930696572922,5.84109079485563,6.69306899002122,6.70075083054352,NA,5.77629320031508,NA,5.85982203631429,6.8054043409453,NA,5.20171717320755,6.14689409293337
"RAP2B",7.0280833316872,6.876197348046,7.66041458112662,7.00788780221503,7.4098309256384,7.34797195556768,7.83029662349011,6.95382265662221,6.8837322915843,7.79686864281,6.88363434931431,7.90185672910766,6.41016357370152,6.85540358004783,NA,6.85142662839776,7.60089424011064,7.62011098872692,6.54678382491272,7.18257385818236
"PRKACB",3.94452147446898,5.65534393384596,6.24081166693476,NA,5.07433243861563,NA,4.33215996614971,NA,NA,4.65724643645471,6.13262485454068,3.08627523693198,NA,6.1571030041676,NA,5.54589151806203,NA,NA,5.76243425493497,4.70453499730444
"RAB11A",9.78503319611024,9.27054003179645,9.53992631827344,9.42598968031245,9.34389460947737,9.21136986542373,9.05158557672659,9.19042523156139,9.2432170368958,9.37363347493701,9.57499913641598,9.53333560904397,9.2258444591407,9.26545510701298,9.02213412170884,9.3107738400481,9.48758081244181,9.43582410185202,9.51200186755442,9.47827869258106
